5.2399,0.92919
-2.6837,0.91119
-11.818,1.6054
-29.169,2.1631
-1.3262,-2.7085
5.8695,-4.0285
10.083,-946.77
-1.2974,-1.6085
23.219,73.794
-1.1856,-2.9329
1.8208,-25.551
-4.1869,-7.5607
-297.42,7.5274
-4.1233,-3.6581
6.6647,-11.146
2.8263,-5.914
2.3438,3.6162
-5.5373,8.2357
-1.7031,-23.378
26.048,3.3942
2.4161,22.254
-6.5256,115.98
-3.568,30.506
4.0303,-3.1897
0.94439,10.559
0.60064,-2.0135
2.6567,-10.084
0.7303,-5.8049
1.5406,5.9531
7.797,22.113
-4.5345,6.138
1.0487,3.6359
0.60937,30.992
14.995,-7.3882
3.4066,-8.2887
-3.2067,-0.96261
2.0381,-15.665
-2.3859,8.8247
-0.87922,-7.7569
12.233,-23.008
3.6965,0.22295
14.886,-7.2365
2.1115,-1.6725
-32.14,7.4803
54.81,6.2927
4.2491,-24.763
-42.785,-2.6165
8.6625,5.348
-7.3719,1.6605
-0.20955,-2.8099
2.5823,112.67
-60.604,-3.6652
5.0144,54.964
9.6083,-9.5154
5.579,16.075
1.886,-1.1154
-14.062,-103.59
2.3485,5.1226
0.80594,1.3978
-67.944,3.4681
1.8669,1.3901
1.738,16.538
1.7709,87.574
11.268,5.7899
-0.11363,3.9655
-19.78,25.153
4.8902,10.03
-4.181,-8.6147
-3.8441,-5.6081
3.2245,-2.2777
-1.8891,2.7674
-19.799,12.47
35.257,11.363
-0.10306,7.1599
-3.6156,-1.7844
6.9699,-1.1343
-0.094164,1.7785
-1.6665,-2.041
-5.9626,115.54
-0.37591,10.397
15.125,-3.9006
44.078,-1.4035
-3.5604,6.6621
-0.11872,12.323
9.469,-14.347
5.1212,-1.702
0.645,-2.1405
-5.669,-4.9805
2.6642,-0.62403
-2.8514,2.3488
38.401,14.365
-2.3307,4.8596
-2.0649,18.198
-112.32,-8.8575
-55.193,8.9417
59.358,74.132
5.7955,-18.952
12.836,4.7891
-1.6776,6.3381
-0.085609,-17.765
